Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Wifi & Connectivity,Value For Money,Recommended
,Solo Leisure,Economy Class,Amsterdam to London,January 2018,1.0,1.0,1.0,1.0,1.0,1.0,1,no
A380,Solo Leisure,Economy Class,London to Johannesburg,December 2017,5.0,5.0,4.0,4.0,4.0,,4,yes
,Business,Business Class,Gatwick to Funchal,October 2017,1.0,2.0,1.0,,1.0,,1,no
,Solo Leisure,Business Class,London to Tel Aviv,December 2017,1.0,1.0,,,1.0,,1,no
,Solo Leisure,Premium Economy,London to Cape Town,December 2017,1.0,3.0,4.0,1.0,2.0,,1,no
Boeing 777-300ER,Family Leisure,First Class,Hong Kong to London,December 2017,4.0,5.0,5.0,,4.0,,4,yes
A321,Couple Leisure,Business Class,Dublin to Heathrow,December 2017,1.0,1.0,1.0,,1.0,,1,no
Boeing 747-400,Couple Leisure,Economy Class,London to New York,November 2017,1.0,1.0,1.0,2.0,3.0,1.0,2,no
Boeing 747-400,Family Leisure,Economy Class,New York to London,December 2017,4.0,4.0,4.0,3.0,3.0,,3,yes
,Family Leisure,Business Class,Budapest to Philadelphia via London,July 2017,2.0,4.0,2.0,2.0,3.0,1.0,3,no
A380,Solo Leisure,Premium Economy,London to Hong Kong,December 2017,4.0,4.0,4.0,4.0,5.0,,3,yes
,Solo Leisure,Economy Class,London to Montreal,December 2017,2.0,4.0,2.0,3.0,1.0,,1,no
Boeing 777,Family Leisure,First Class,London to Houston,December 2017,3.0,3.0,1.0,3.0,1.0,,1,no
,Couple Leisure,Economy Class,Las Vegas to London,December 2017,1.0,1.0,1.0,2.0,1.0,1.0,1,no
Boeing 747-400,Solo Leisure,Economy Class,Dubai to London Heathrow,December 2017,2.0,1.0,2.0,1.0,4.0,,2,no
Boeing 747-400,Solo Leisure,Economy Class,New York to Budapest via London,December 2017,1.0,1.0,1.0,1.0,1.0,1.0,1,no
,Solo Leisure,Economy Class,Tokyo Narita to London Heathrow,December 2017,2.0,1.0,1.0,1.0,2.0,1.0,1,no
A320,Couple Leisure,Economy Class,Hamburg to London Heathrow,June 2017,3.0,2.0,,,5.0,,2,no
A320,Family Leisure,Economy Class,London to Pisa,October 2017,1.0,1.0,1.0,1.0,1.0,1.0,1,no
A320,Family Leisure,Economy Class,London to Toulouse,October 2017,1.0,1.0,1.0,1.0,1.0,1.0,1,no
Boeing 787-900,Solo Leisure,Business Class,London to Santiago ,November 2017,5.0,5.0,4.0,4.0,4.0,,5,yes
A320,Couple Leisure,Economy Class,London to Rome,November 2017,5.0,3.0,,,5.0,,5,yes
,Solo Leisure,Economy Class,London to Manchester,November 2017,4.0,5.0,,,4.0,,4,yes
Boeing 777,Solo Leisure,Premium Economy,London to Seattle,November 2017,4.0,4.0,4.0,3.0,4.0,,4,yes
Boeing 777,Solo Leisure,Premium Economy,Seattle to London,November 2017,4.0,4.0,3.0,3.0,4.0,,4,yes
A320,Family Leisure,Economy Class,London to Barcelona,June 2017,1.0,1.0,,,1.0,,1,no
Boeing 747-400,Business,Economy Class,Vancouver to Edinburgh via London,December 2017,2.0,2.0,3.0,2.0,1.0,,2,no
A319,Solo Leisure,First Class,London to Berlin Tegel,November 2017,2.0,2.0,1.0,1.0,4.0,,2,no
Boeing 777-200,Family Leisure,First Class,London Heathrow to Dubai,November 2017,3.0,4.0,2.0,2.0,3.0,,1,no
Boeing 777-200,Family Leisure,First Class,Dubai to London Heathrow,November 2017,3.0,2.0,2.0,2.0,2.0,,2,no
Boeing 777-200,Business,Business Class,Saint Lucia to London Gatwick,November 2017,2.0,3.0,2.0,4.0,4.0,3.0,2,no
A320,Business,Business Class,London Heathrow to Belfast,November 2017,4.0,5.0,4.0,,4.0,,4,yes
,Solo Leisure,Economy Class,London to Miami,November 2017,1.0,1.0,3.0,3.0,1.0,,1,no
Boeing 747-400,Couple Leisure,Business Class,London Heathrow to New York JFK,November 2017,4.0,5.0,5.0,5.0,4.0,4.0,4,yes
,Business,Economy Class,Berlin to London City,September 2017,1.0,1.0,1.0,1.0,1.0,1.0,1,no
,Solo Leisure,Economy Class,Funchal to London Gatwick ,November 2017,5.0,5.0,5.0,,5.0,,5,yes
,Couple Leisure,Business Class,Newcastle to San Francisco via London Heathrow,August 2017,4.0,5.0,4.0,4.0,3.0,,3,no
A320-200,Couple Leisure,Business Class,Manchester to London,October 2017,1.0,3.0,3.0,,1.0,,3,no
Boeing 767,Family Leisure,Economy Class,London to Athens,November 2017,3.0,3.0,,,1.0,,2,no
A320/319,Business,Economy Class,Berlin Tegel to London Heathrow,November 2017,4.0,1.0,,,2.0,,1,no
Boeing 777,Couple Leisure,Business Class,London Heathrow to Doha,October 2017,2.0,3.0,2.0,1.0,2.0,1.0,3,no
Boeing 777-300,Couple Leisure,Economy Class,Singapore to Sydney,November 2017,3.0,1.0,1.0,2.0,3.0,1.0,2,no
A320,Business,Economy Class,London Heathrow to Basel,November 2017,2.0,1.0,1.0,,1.0,,1,no
Boeing 747,Couple Leisure,Economy Class,Miami to London Heathrow,November 2017,1.0,5.0,1.0,1.0,3.0,,3,no
Boeing 747-400,Business,Business Class,Prague to Washington via London,November 2017,1.0,1.0,1.0,1.0,1.0,,1,no
Boeing 747-400,Couple Leisure,First Class,Cape Town to London,November 2017,4.0,5.0,5.0,3.0,4.0,,4,yes
Boeing 777-200 ER,Business,Premium Economy,Bangkok to London Heathrow,September 2017,2.0,4.0,3.0,1.0,5.0,,3,no
,Solo Leisure,Economy Class,London Gatwick to Verona,October 2017,4.0,2.0,,,1.0,,1,no
,Business,Economy Class,Madrid to London Heathrow,September 2017,3.0,4.0,,,3.0,,1,no
Boeing 777-200,Solo Leisure,First Class,Tel Aviv to London,November 2017,5.0,4.0,5.0,4.0,2.0,1.0,5,yes
Boeing 777-200,Solo Leisure,Business Class,London to Tel Aviv,November 2017,5.0,4.0,4.0,1.0,4.0,1.0,5,yes
Boeing 787,Family Leisure,Economy Class,Kuala Lumpur to Madrid via London,November 2017,4.0,3.0,2.0,4.0,3.0,,4,yes
A319,Solo Leisure,Economy Class,Madrid to London Heathrow,November 2017,3.0,1.0,1.0,,2.0,,3,no
,Couple Leisure,Economy Class,Bologna to London Heathrow,October 2017,1.0,1.0,2.0,4.0,4.0,,2,no
,Couple Leisure,Economy Class,Baltimore to Rome via London,November 2017,1.0,2.0,1.0,1.0,1.0,1.0,1,no
A380,Couple Leisure,Business Class,London Heathrow to Johannesburg,November 2017,4.0,4.0,4.0,3.0,4.0,,4,yes
,Solo Leisure,Economy Class,London Heathrow to Brussels,November 2017,4.0,1.0,3.0,1.0,5.0,3.0,3,no
,Solo Leisure,Premium Economy,London to San Francisco,October 2017,1.0,1.0,1.0,3.0,3.0,3.0,1,no
Boeing 787,Solo Leisure,Business Class,London Heathrow to Seoul Incheon,January 2017,3.0,4.0,2.0,3.0,2.0,,3,no
Boeing 787,Solo Leisure,Business Class,Seoul Incheon to London Heathrow,December 2016,3.0,3.0,3.0,3.0,4.0,,3,no
Boeing 747,Business,Economy Class,Cape Town to London,November 2017,1.0,1.0,1.0,1.0,3.0,,3,no
,Solo Leisure,Business Class,London Heathrow to Bahrain,November 2017,2.0,3.0,3.0,1.0,1.0,,3,no
Boeing 747,Family Leisure,Business Class,London to Philadelphia,October 2017,4.0,5.0,2.0,4.0,4.0,,4,yes
Boeing 767,Business,Business Class,London to Edinburgh,November 2017,1.0,3.0,3.0,,3.0,,1,no
,Family Leisure,Economy Class,Oakland to Gatwick,October 2017,1.0,1.0,1.0,,1.0,,1,no
A321,Business,Economy Class,Düsseldorf to London ,August 2017,3.0,4.0,2.0,3.0,2.0,,1,no
Boeing 787-9,Couple Leisure,Business Class,London to Santiago,November 2017,3.0,4.0,3.0,3.0,4.0,,3,yes
Boeing 747-400,Business,Business Class,London to New York JFK,November 2017,2.0,3.0,2.0,3.0,3.0,1.0,1,no
,Couple Leisure,Business Class,Johannesburg to Victoria Falls,October 2017,1.0,3.0,3.0,1.0,1.0,,1,no
Boeing 777-200,Couple Leisure,Business Class,London to Mumbai,October 2017,3.0,4.0,2.0,1.0,5.0,1.0,1,no
,Family Leisure,Business Class,London to Johannesburg,October 2017,2.0,2.0,,,1.0,,1,no
,Business,Economy Class,Heathrow to Lyon,November 2017,1.0,1.0,1.0,1.0,1.0,1.0,1,no
,Couple Leisure,Economy Class,London to New York,November 2017,1.0,1.0,1.0,4.0,1.0,,1,no
,Solo Leisure,Economy Class,Kingston to London Gatwick,November 2017,1.0,1.0,1.0,1.0,2.0,,1,no
A320,Couple Leisure,Economy Class,Heathrow to Barcelona,November 2017,2.0,2.0,,,3.0,,2,no
,Business,Business Class,Singapore to London,October 2017,1.0,3.0,1.0,2.0,2.0,,1,no
,Couple Leisure,Business Class,London to Rome,October 2017,2.0,5.0,5.0,,4.0,,3,yes
,Solo Leisure,Premium Economy,Heathrow to Dubai,September 2017,1.0,1.0,1.0,1.0,1.0,1.0,1,no
Boeing 777,Solo Leisure,Economy Class,Tokyo Haneda to Heathrow,October 2017,1.0,2.0,1.0,1.0,2.0,1.0,3,no
Boeing 787-8,Business,Business Class,London to Toronto,October 2017,2.0,2.0,1.0,1.0,1.0,3.0,2,no
Boeing 747-400,Business,First Class,New York JFK to London,October 2017,3.0,4.0,3.0,4.0,3.0,1.0,2,no
,Couple Leisure,Economy Class,Gatwick to Marrakech,October 2017,1.0,1.0,,,3.0,,1,no
A380,Solo Leisure,Economy Class,Los Angeles to London Heathrow,July 2017,4.0,4.0,4.0,4.0,4.0,,4,yes
A320,Solo Leisure,Economy Class,Gatwick to Cagliari,October 2017,4.0,4.0,2.0,,4.0,,3,yes
,Couple Leisure,Business Class,Shanghai to Tampa via Heathrow/Gatwick,October 2017,1.0,4.0,2.0,2.0,1.0,,1,no
A320,Couple Leisure,Economy Class,Gatwick to Marrakech,October 2017,3.0,1.0,1.0,,4.0,,4,no
,Solo Leisure,Business Class,Oakland to Heathrow,October 2017,4.0,4.0,3.0,2.0,4.0,,4,yes
,Family Leisure,Economy Class,London to Sofia,September 2017,3.0,4.0,1.0,,3.0,,3,no
A380,Solo Leisure,Economy Class,Singapore to Nassau via Heathrow,October 2017,3.0,2.0,2.0,2.0,3.0,,5,no
A321,Business,Economy Class,London Heathrow to Madrid,October 2017,1.0,2.0,,,2.0,,1,no
A320,Business,Economy Class,London to Zurich,October 2017,2.0,2.0,1.0,1.0,2.0,1.0,1,no
A319,Couple Leisure,Economy Class,Bari to Gatwick,October 2017,3.0,3.0,1.0,1.0,4.0,1.0,4,yes
A320,Couple Leisure,Economy Class,London Heathrow to Gibraltar,September 2017,3.0,2.0,2.0,,3.0,,3,yes
A319,Couple Leisure,Business Class,Pisa to London,October 2017,1.0,5.0,3.0,,3.0,,1,no
Boeing 747-400,Business,First Class,Las Vegas to London Heathrow,September 2017,1.0,1.0,1.0,1.0,1.0,,1,no
E-190,Family Leisure,Economy Class,London City to Edinburgh,September 2017,5.0,4.0,4.0,,4.0,,4,yes
A320,Solo Leisure,Business Class,Faro to Gatwick,October 2017,4.0,5.0,4.0,,2.0,,3,yes
A380,Solo Leisure,Economy Class,Los Angeles to London Heathrow,October 2017,4.0,1.0,2.0,1.0,5.0,1.0,2,no
,Business,Economy Class,Malaga to Gatwick,October 2017,2.0,1.0,1.0,1.0,1.0,1.0,2,no
Boeing 777,Solo Leisure,Economy Class,London Heathrow to Bangkok,October 2017,2.0,2.0,1.0,1.0,2.0,,2,no
A319,Couple Leisure,Economy Class,Gatwick to Bari,October 2017,3.0,3.0,1.0,,2.0,,4,yes
A319,Family Leisure,Business Class,Malaga to Gatwick,October 2017,5.0,5.0,5.0,,3.0,,5,yes
A319,Family Leisure,Business Class,Gatwick to Malaga,October 2017,5.0,5.0,5.0,,4.0,,5,yes
,Business,Economy Class,London Heathrow to Nice,October 2017,1.0,2.0,1.0,,1.0,,1,no
Boeing 747-400,Couple Leisure,Business Class,Gatwick to Orlando,September 2017,3.0,2.0,4.0,2.0,3.0,,3,no
,Solo Leisure,Premium Economy,London to Abu Dhabi,August 2017,5.0,3.0,4.0,3.0,1.0,,1,no
A319,Solo Leisure,Business Class,Gatwick to Faro,October 2017,3.0,4.0,4.0,,4.0,,5,yes
,Business,Economy Class,London Heathrow  to Madrid,October 2017,3.0,3.0,1.0,1.0,3.0,1.0,2,no
,Solo Leisure,Economy Class,Geneva to London,September 2017,3.0,1.0,,,1.0,,1,no
,Solo Leisure,Economy Class,Grand Cayman to London,September 2017,1.0,2.0,2.0,3.0,3.0,1.0,2,no
,Couple Leisure,Economy Class,Sydney to Paris via London,September 2017,1.0,2.0,2.0,3.0,3.0,,1,no
Boeing 767,Couple Leisure,Economy Class,Larnaca to London Heathrow,October 2017,3.0,3.0,,1.0,4.0,,3,yes
A320,Couple Leisure,Business Class,Funchal to Gatwick,October 2017,4.0,1.0,1.0,,1.0,,3,no
,Family Leisure,Economy Class,Orlando to Gatwick,September 2017,5.0,5.0,4.0,1.0,5.0,,5,yes
A320,Solo Leisure,Economy Class,Leeds Bradford to Geneva via London Heathrow,October 2017,4.0,4.0,2.0,,4.0,,2,yes
A380,Business,Business Class,Los Angeles to Doha via London,October 2017,2.0,3.0,1.0,4.0,4.0,,3,no
A321,Couple Leisure,Economy Class,London Heathrow to Istanbul,August 2017,2.0,1.0,1.0,,2.0,,1,no
Boeing 777-200 / 787-9 / A319/ 320,Business,Premium Economy,Toronto to Oslo via London,September 2017,1.0,3.0,1.0,3.0,4.0,,4,yes
,Solo Leisure,Economy Class,Gatwick to Malaga,September 2017,3.0,4.0,2.0,,4.0,,3,yes
,Business,Economy Class,Athens to London,September 2017,3.0,,,,1.0,,3,no
A321,Solo Leisure,Economy Class,London to Sofia,September 2017,3.0,5.0,2.0,,3.0,,3,yes
,Business,Business Class,Geneva to London,September 2017,1.0,1.0,1.0,1.0,1.0,1.0,1,no
,Couple Leisure,Business Class,Barcelona to London,September 2017,2.0,3.0,1.0,,4.0,,2,no
,Business,Business Class,London to New York JFK,September 2017,2.0,3.0,1.0,1.0,1.0,1.0,2,no
Boeing 777,Business,Economy Class,Port of Spain to Gatwick via St. Lucia,September 2017,5.0,5.0,5.0,5.0,4.0,,4,yes
Boeing 747-400,Business,First Class,London Heathrow to Chicago ,August 2017,1.0,1.0,1.0,1.0,1.0,1.0,1,no
A319,Couple Leisure,Economy Class,Jersey to Gatwick,September 2017,3.0,4.0,1.0,,4.0,,4,yes
A320,Couple Leisure,Economy Class,Gatwick to Tirana,September 2017,3.0,3.0,,,4.0,,3,no
,Couple Leisure,Economy Class,Reykjavik to London Heathrow,September 2017,3.0,5.0,,,1.0,,1,no
,Couple Leisure,Economy Class,Kuala Lumpur to Berlin via London,September 2017,2.0,5.0,5.0,3.0,4.0,,5,yes
A320,Solo Leisure,Economy Class,Brussels to London ,September 2017,5.0,5.0,,,5.0,,5,yes
A321,Solo Leisure,Economy Class,London Heathrow to Sofia,September 2017,4.0,4.0,1.0,,3.0,,3,yes
A320,Solo Leisure,Economy Class,Heathrow to Bilbao,September 2017,3.0,2.0,,,4.0,,3,no
A320,Couple Leisure,Business Class,Kalamata to London Heathrow,September 2017,2.0,2.0,2.0,,3.0,,2,no
,Business,Economy Class,London Heathrow to Kraków,September 2017,2.0,1.0,1.0,1.0,3.0,1.0,3,no
Boeing 777,Business,Economy Class,"London Heathrow to Abuja, Nigeria",September 2017,1.0,2.0,2.0,2.0,3.0,2.0,2,no
Boeing 777,Business,Economy Class,London to Tokyo Haneda,September 2017,2.0,4.0,1.0,2.0,3.0,,1,no
A380,Solo Leisure,Premium Economy,London to Hong Kong,September 2017,3.0,5.0,3.0,3.0,2.0,,3,no
,Family Leisure,Economy Class,Gatwick to Alicante,September 2017,1.0,1.0,1.0,1.0,3.0,3.0,1,no
A320,Couple Leisure,Business Class,London Heathrow to Kalamata,September 2017,2.0,4.0,3.0,,3.0,,3,no
,Couple Leisure,Business Class,Gatwick to Mauritius,September 2017,1.0,3.0,1.0,3.0,3.0,,2,no
Boeing 777,Business,Business Class,Dubai to London,September 2017,3.0,1.0,1.0,1.0,3.0,,1,no
A319,Couple Leisure,Economy Class,London Heathrow to Biarritz,September 2017,4.0,5.0,4.0,,4.0,,4,yes
A320,Couple Leisure,Economy Class,London Gatwick to Funchal,September 2017,1.0,1.0,1.0,,2.0,,1,no
A320,Family Leisure,Business Class,Zakinthos to London Heathrow,September 2017,4.0,5.0,4.0,2.0,2.0,,5,yes
A319,Business,Economy Class,Belfast City to London Heathrow,September 2017,3.0,4.0,4.0,,5.0,,2,yes
Boeing 777-200,Business,Business Class,Toronto to London Heathrow,September 2017,4.0,5.0,3.0,,4.0,,4,yes
A320,Family Leisure,Business Class,London Heathrow to Zakinthos,August 2017,4.0,5.0,4.0,2.0,5.0,,5,yes
A380,Family Leisure,Economy Class,London to Vancouver,August 2017,3.0,5.0,3.0,4.0,4.0,,3,yes
Boeing 777-200ER,Business,Economy Class,London to Sao Paulo,August 2017,2.0,4.0,2.0,4.0,5.0,,4,yes
,Business,Business Class,Istanbul to London,August 2017,1.0,3.0,1.0,,2.0,,1,no
Boeing 777,Solo Leisure,Business Class,Bangkok to London,September 2017,4.0,1.0,1.0,2.0,4.0,,1,no
,Solo Leisure,Economy Class,Rome to London,September 2017,1.0,2.0,,,1.0,,1,no
Boeing 747-400,Couple Leisure,Business Class,London to Cape Town,August 2017,2.0,2.0,2.0,1.0,1.0,,2,no
A319,Business,Economy Class,London to Milan,August 2017,3.0,1.0,1.0,,3.0,,2,yes
A321,Business,Economy Class,London Heathrow to Bucharest,August 2017,2.0,4.0,2.0,1.0,3.0,1.0,2,no
A321,Couple Leisure,Economy Class,London to Bologna,August 2017,4.0,4.0,2.0,1.0,4.0,,4,no
A320,Business,Business Class,London Heathrow to Keflavik,August 2017,3.0,5.0,4.0,1.0,4.0,1.0,4,yes
A320,Family Leisure,Economy Class,Larnaca to London Heathrow,August 2017,3.0,1.0,2.0,,4.0,,2,no
,Solo Leisure,Economy Class,San Jose to Gatwick,August 2017,4.0,5.0,4.0,3.0,5.0,,5,yes
,Couple Leisure,Economy Class,London to Keflavik,July 2017,1.0,1.0,,,1.0,,1,no
Boeing 777-300,Couple Leisure,Economy Class,Tokyo Haneda to London,August 2017,3.0,3.0,1.0,3.0,2.0,2.0,2,no
Boeing 767,Couple Leisure,Economy Class,Rome to London,August 2017,1.0,1.0,1.0,1.0,1.0,1.0,1,no
A320-233,Family Leisure,Economy Class,Amsterdam to Gatwick,August 2017,3.0,4.0,,,4.0,,4,yes
,Business,Economy Class,Zurich to London Heathrow,August 2017,2.0,2.0,2.0,,2.0,,2,no
Boeing 747-400,Business,First Class,New York to Cape Town via London,August 2017,2.0,4.0,2.0,2.0,3.0,1.0,2,no
Boeing 747,Business,Business Class,London to Philadelphia,August 2017,3.0,1.0,1.0,1.0,2.0,,1,no
,Family Leisure,Economy Class,Florence to Bristol,August 2017,5.0,5.0,5.0,,5.0,,5,yes
A320,Solo Leisure,Economy Class,Salzburg to Gatwick,August 2017,2.0,1.0,1.0,1.0,5.0,1.0,2,no
,Couple Leisure,Economy Class,Nice to Heathrow,August 2017,2.0,1.0,1.0,,1.0,,2,no
A320,Couple Leisure,Business Class,Athens to Newcastle via London,August 2017,2.0,5.0,1.0,,5.0,,2,no
A319,Family Leisure,Business Class,London to Paris Orly,August 2017,3.0,3.0,2.0,,3.0,,3,no
,Couple Leisure,Economy Class,Toulouse to London Heathrow,August 2017,3.0,2.0,1.0,1.0,2.0,1.0,2,no
Embraer 170,Business,Business Class,London City to Dusseldorf,August 2017,4.0,2.0,1.0,,1.0,,2,no
A380,Family Leisure,Business Class,Vancouver to London Heathrow,July 2017,1.0,4.0,1.0,2.0,2.0,,1,no
Boeing 747-400 / A380,Solo Leisure,Premium Economy,Johannesburg to London,August 2017,5.0,5.0,5.0,5.0,4.0,3.0,4,yes
Boeing 747-400,Solo Leisure,Business Class,Oslo to Philadelphia via London,August 2017,2.0,2.0,1.0,3.0,3.0,,2,no
,Business,Economy Class,London to Warsaw,August 2017,2.0,3.0,1.0,1.0,3.0,,1,no
A320,Family Leisure,Business Class,Athens to London,August 2017,1.0,2.0,1.0,1.0,3.0,1.0,1,no
,Solo Leisure,Economy Class,Cairo to Montreal via London,August 2017,3.0,4.0,4.0,3.0,1.0,1.0,1,no
,Family Leisure,Economy Class,London to Chicago,August 2017,1.0,5.0,,,1.0,,1,no
Boeing 767,Business,Economy Class,Nice to London Heathrow,August 2017,1.0,1.0,1.0,,1.0,,1,no
,Business,Premium Economy,London to Doha,August 2017,,,,,2.0,,1,no
A320,Business,Business Class,Paris CDG to London,August 2017,3.0,1.0,,,1.0,,1,no
A320,Solo Leisure,Economy Class,Gatwick to Paphos,August 2017,1.0,1.0,1.0,1.0,2.0,1.0,2,no
A380,Solo Leisure,Economy Class,Vancouver to London Heathrow,August 2017,3.0,1.0,1.0,2.0,4.0,,2,no
A380,Solo Leisure,Premium Economy,Vancouver to London,July 2017,2.0,1.0,1.0,1.0,3.0,,3,no
Boeing 767,Couple Leisure,Economy Class,Athens to London ,June 2017,1.0,2.0,,,2.0,,1,no
,Couple Leisure,Economy Class,Catania to Gatwick,June 2017,2.0,1.0,1.0,,1.0,,1,no
A319,Couple Leisure,Economy Class,Venice to Gatwick,July 2017,3.0,4.0,,,3.0,,3,no
,Family Leisure,Economy Class,Bucharest to London,July 2017,3.0,2.0,,,1.0,,1,no
Boeing 747,Business,Business Class,London Heathrow to Accra,July 2017,1.0,2.0,1.0,1.0,1.0,,1,no
Boeing 777,Family Leisure,Economy Class,Gatwick to Orlando ,July 2017,4.0,3.0,2.0,3.0,1.0,,3,no
Boeing 777,Solo Leisure,Business Class,San Diego to London,July 2017,1.0,2.0,2.0,2.0,2.0,1.0,1,no
A319,Couple Leisure,Business Class,Pisa to London Gatwick,July 2017,3.0,4.0,3.0,,3.0,,5,yes
,Business,Economy Class,Budapest to London,July 2017,1.0,1.0,1.0,1.0,1.0,1.0,1,no
,Solo Leisure,Economy Class,Bangkok to Manchester,August 2016,,,,,1.0,,3,no
,Solo Leisure,Economy Class,Singapore to Newcastle via London,May 2017,1.0,3.0,1.0,1.0,1.0,,1,no
,Business,Economy Class,Bergen to London Heathrow,July 2017,2.0,2.0,1.0,2.0,2.0,1.0,1,no
Boeing 777-300,Family Leisure,Economy Class,Newcastle to Boston via London,July 2017,5.0,5.0,5.0,5.0,4.0,,4,yes
A321,Family Leisure,Economy Class,London Heathrow to Sofia,July 2017,2.0,1.0,1.0,,1.0,,1,no
A320,Solo Leisure,Economy Class,London to Frankfurt,August 2016,3.0,1.0,1.0,,2.0,,2,no
A321,Couple Leisure,Economy Class,London Heathrow to Bologna,July 2017,3.0,4.0,3.0,,4.0,,5,yes
Boeing 747,Couple Leisure,Economy Class,London Heathrow to New York JFK,July 2017,2.0,1.0,1.0,3.0,2.0,,1,no
,Business,Economy Class,London Heathrow to Berlin,July 2017,1.0,1.0,1.0,,1.0,,1,no
A321 / Boeing 777,Couple Leisure,Business Class,Barcelona to Boston via London,July 2017,2.0,5.0,4.0,,3.0,1.0,1,no
A321,Solo Leisure,Economy Class,London to Madrid,July 2017,2.0,3.0,1.0,1.0,3.0,1.0,4,no
A319,Business,Economy Class,London to Brussels ,July 2017,2.0,2.0,,,2.0,,2,no
Boeing 747 400,Business,Business Class,London Heathrow to Accra,July 2017,1.0,3.0,1.0,1.0,1.0,,1,no
,Business,Economy Class,Krakow to London,May 2017,3.0,1.0,1.0,,2.0,,2,no
Boeing 777-200,Family Leisure,Economy Class,Gatwick to Bridgetown,July 2017,4.0,4.0,4.0,4.0,4.0,,4,yes
Boeing 777,Business,Business Class,Dubai to London,July 2017,4.0,2.0,2.0,1.0,1.0,,2,no
A321,Couple Leisure,Economy Class,London to Sofia,June 2017,1.0,1.0,1.0,,3.0,,1,no
Boeing 777-200,Family Leisure,Business Class,Mauritius to Gatwick,July 2017,3.0,3.0,3.0,3.0,3.0,,3,yes
Boeing 747,Business,Business Class,New York JFK to London Heathrow,July 2017,1.0,1.0,1.0,1.0,2.0,,1,no
A320,Business,Economy Class,Athens to London Heathrow,July 2017,3.0,2.0,1.0,1.0,3.0,,3,yes
,Couple Leisure,Economy Class,Venice to Gatwick,July 2017,3.0,1.0,,,1.0,,1,no
,Couple Leisure,Economy Class,New York JFK to Manchester via Heathrow,February 2017,1.0,2.0,2.0,3.0,1.0,,2,no
Boeing 747-400,Solo Leisure,Economy Class,London to Boston,April 2017,4.0,5.0,5.0,4.0,4.0,,5,yes
,Couple Leisure,Business Class,Naples to Gatwick,July 2017,4.0,3.0,4.0,,3.0,,2,no
Boeing 777,Business,Business Class,Toronto to London Heathrow,June 2017,1.0,4.0,1.0,2.0,3.0,,1,no
,Solo Leisure,Economy Class,London to Montreal,June 2017,2.0,2.0,1.0,1.0,3.0,,2,no
A320,Couple Leisure,Business Class,Newcastle to Geneva via London,July 2017,4.0,5.0,4.0,,3.0,,4,yes
A320,Couple Leisure,Economy Class,London to Keflavik,June 2017,4.0,5.0,5.0,,5.0,,4,yes
Boeing 777,Solo Leisure,Economy Class,London to Tokyo,July 2017,4.0,5.0,5.0,4.0,5.0,,5,yes
Boeing 777,Couple Leisure,Economy Class,Gatwick to Mauritius,June 2017,1.0,3.0,1.0,4.0,3.0,,3,no
Boeing 777 / A320,Couple Leisure,Premium Economy,Boston to Barcelona via London,July 2017,1.0,1.0,,2.0,2.0,,2,no
Boeing 777-200,Family Leisure,Business Class,Gatwick to Mauritius ,July 2017,3.0,3.0,3.0,2.0,4.0,,3,yes
Boeing 767,Family Leisure,Economy Class,London Heathrow to Larnaca,June 2017,2.0,1.0,1.0,1.0,4.0,1.0,3,no
,Business,Premium Economy,London to Hong Kong,June 2017,2.0,2.0,2.0,2.0,3.0,,2,no
